"COUNTRY","Country","SERIES","Series","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"MEX","Mexico","EPT_V1","Version 1 (1985-2019)","2001","2001","IDX","Index","0","Units",,,4,,
"MEX","Mexico","EPT_V1","Version 1 (1985-2019)","2002","2002","IDX","Index","0","Units",,,4,,
"MEX","Mexico","EPT_V1","Version 1 (1985-2019)","2003","2003","IDX","Index","0","Units",,,4,,
"MEX","Mexico","EPT_V1","Version 1 (1985-2019)","2004","2004","IDX","Index","0","Units",,,4,,
"MEX","Mexico","EPT_V1","Version 1 (1985-2019)","2005","2005","IDX","Index","0","Units",,,4,,
"MEX","Mexico","EPT_V1","Version 1 (1985-2019)","2006","2006","IDX","Index","0","Units",,,4,,
"MEX","Mexico","EPT_V1","Version 1 (1985-2019)","2007","2007","IDX","Index","0","Units",,,4,,
"MEX","Mexico","EPT_V1","Version 1 (1985-2019)","2008","2008","IDX","Index","0","Units",,,4,,
"MEX","Mexico","EPT_V1","Version 1 (1985-2019)","2009","2009","IDX","Index","0","Units",,,4,,
"MEX","Mexico","EPT_V1","Version 1 (1985-2019)","2010","2010","IDX","Index","0","Units",,,4,,
"MEX","Mexico","EPT_V1","Version 1 (1985-2019)","2011","2011","IDX","Index","0","Units",,,4,,
"MEX","Mexico","EPT_V1","Version 1 (1985-2019)","2012","2012","IDX","Index","0","Units",,,4,,
"MEX","Mexico","EPT_V1","Version 1 (1985-2019)","2013","2013","IDX","Index","0","Units",,,2.0625,,
"MEX","Mexico","EPT_V1","Version 1 (1985-2019)","2014","2014","IDX","Index","0","Units",,,2.0625,,
"MEX","Mexico","EPT_V1","Version 1 (1985-2019)","2015","2015","IDX","Index","0","Units",,,2.0625,,
"MEX","Mexico","EPT_V1","Version 1 (1985-2019)","2016","2016","IDX","Index","0","Units",,,2.0625,,
"MEX","Mexico","EPT_V1","Version 1 (1985-2019)","2017","2017","IDX","Index","0","Units",,,2.0625,,
"MEX","Mexico","EPT_V1","Version 1 (1985-2019)","2018","2018","IDX","Index","0","Units",,,2.0625,,
"MEX","Mexico","EPT_V1","Version 1 (1985-2019)","2019","2019","IDX","Index","0","Units",,,2.0625,,
"NLD","Netherlands","EPT_V1","Version 1 (1985-2019)","1990","1990","IDX","Index","0","Units",,,1.375,,
"NLD","Netherlands","EPT_V1","Version 1 (1985-2019)","1991","1991","IDX","Index","0","Units",,,1.375,,
"NLD","Netherlands","EPT_V1","Version 1 (1985-2019)","1992","1992","IDX","Index","0","Units",,,1.375,,
"NLD","Netherlands","EPT_V1","Version 1 (1985-2019)","1993","1993","IDX","Index","0","Units",,,1.375,,
"NLD","Netherlands","EPT_V1","Version 1 (1985-2019)","1994","1994","IDX","Index","0","Units",,,1.375,,
"NLD","Netherlands","EPT_V1","Version 1 (1985-2019)","1995","1995","IDX","Index","0","Units",,,1.375,,
"NLD","Netherlands","EPT_V1","Version 1 (1985-2019)","1996","1996","IDX","Index","0","Units",,,1.375,,
"NLD","Netherlands","EPT_V1","Version 1 (1985-2019)","1997","1997","IDX","Index","0","Units",,,1.375,,
"NLD","Netherlands","EPT_V1","Version 1 (1985-2019)","1998","1998","IDX","Index","0","Units",,,1.375,,
"NLD","Netherlands","EPT_V1","Version 1 (1985-2019)","1999","1999","IDX","Index","0","Units",,,0.9375,,
"NLD","Netherlands","EPT_V1","Version 1 (1985-2019)","2000","2000","IDX","Index","0","Units",,,0.9375,,
"NLD","Netherlands","EPT_V1","Version 1 (1985-2019)","2001","2001","IDX","Index","0","Units",,,0.9375,,
"NLD","Netherlands","EPT_V1","Version 1 (1985-2019)","2002","2002","IDX","Index","0","Units",,,0.9375,,
"NLD","Netherlands","EPT_V1","Version 1 (1985-2019)","2003","2003","IDX","Index","0","Units",,,0.9375,,
"NLD","Netherlands","EPT_V1","Version 1 (1985-2019)","2004","2004","IDX","Index","0","Units",,,0.9375,,
"NLD","Netherlands","EPT_V1","Version 1 (1985-2019)","2005","2005","IDX","Index","0","Units",,,0.9375,,
"NLD","Netherlands","EPT_V1","Version 1 (1985-2019)","2006","2006","IDX","Index","0","Units",,,0.9375,,
"NLD","Netherlands","EPT_V1","Version 1 (1985-2019)","2007","2007","IDX","Index","0","Units",,,0.9375,,
"NLD","Netherlands","EPT_V1","Version 1 (1985-2019)","2008","2008","IDX","Index","0","Units",,,0.9375,,
"NLD","Netherlands","EPT_V1","Version 1 (1985-2019)","2009","2009","IDX","Index","0","Units",,,0.9375,,
"NLD","Netherlands","EPT_V1","Version 1 (1985-2019)","2010","2010","IDX","Index","0","Units",,,0.9375,,
"NLD","Netherlands","EPT_V1","Version 1 (1985-2019)","2011","2011","IDX","Index","0","Units",,,0.9375,,
"NLD","Netherlands","EPT_V1","Version 1 (1985-2019)","2012","2012","IDX","Index","0","Units",,,0.9375,,
"NLD","Netherlands","EPT_V1","Version 1 (1985-2019)","2013","2013","IDX","Index","0","Units",,,0.9375,,
"NLD","Netherlands","EPT_V1","Version 1 (1985-2019)","2014","2014","IDX","Index","0","Units",,,0.9375,,
"NLD","Netherlands","EPT_V1","Version 1 (1985-2019)","2015","2015","IDX","Index","0","Units",,,0.9375,,
"NLD","Netherlands","EPT_V1","Version 1 (1985-2019)","2016","2016","IDX","Index","0","Units",,,1.1875,,
"NLD","Netherlands","EPT_V1","Version 1 (1985-2019)","2017","2017","IDX","Index","0","Units",,,1.1875,,
"NLD","Netherlands","EPT_V1","Version 1 (1985-2019)","2018","2018","IDX","Index","0","Units",,,1.1875,,
"NLD","Netherlands","EPT_V1","Version 1 (1985-2019)","2019","2019","IDX","Index","0","Units",,,1.1875,,
"NZL","New Zealand","EPT_V1","Version 1 (1985-2019)","1990","1990","IDX","Index","0","Units",,,0.375,,
"NZL","New Zealand","EPT_V1","Version 1 (1985-2019)","1991","1991","IDX","Index","0","Units",,,0.375,,
"NZL","New Zealand","EPT_V1","Version 1 (1985-2019)","1992","1992","IDX","Index","0","Units",,,0.375,,
"NZL","New Zealand","EPT_V1","Version 1 (1985-2019)","1993","1993","IDX","Index","0","Units",,,0.375,,
"NZL","New Zealand","EPT_V1","Version 1 (1985-2019)","1994","1994","IDX","Index","0","Units",,,0.375,,
"NZL","New Zealand","EPT_V1","Version 1 (1985-2019)","1995","1995","IDX","Index","0","Units",,,0.375,,
"NZL","New Zealand","EPT_V1","Version 1 (1985-2019)","1996","1996","IDX","Index","0","Units",,,0.375,,
"NZL","New Zealand","EPT_V1","Version 1 (1985-2019)","1997","1997","IDX","Index","0","Units",,,0.375,,
"NZL","New Zealand","EPT_V1","Version 1 (1985-2019)","1998","1998","IDX","Index","0","Units",,,0.375,,
"NZL","New Zealand","EPT_V1","Version 1 (1985-2019)","1999","1999","IDX","Index","0","Units",,,0.375,,
"NZL","New Zealand","EPT_V1","Version 1 (1985-2019)","2000","2000","IDX","Index","0","Units",,,0.375,,
"NZL","New Zealand","EPT_V1","Version 1 (1985-2019)","2001","2001","IDX","Index","0","Units",,,1,,
"NZL","New Zealand","EPT_V1","Version 1 (1985-2019)","2002","2002","IDX","Index","0","Units",,,1,,
"NZL","New Zealand","EPT_V1","Version 1 (1985-2019)","2003","2003","IDX","Index","0","Units",,,1,,
"NZL","New Zealand","EPT_V1","Version 1 (1985-2019)","2004","2004","IDX","Index","0","Units",,,1,,
"NZL","New Zealand","EPT_V1","Version 1 (1985-2019)","2005","2005","IDX","Index","0","Units",,,1,,
"NZL","New Zealand","EPT_V1","Version 1 (1985-2019)","2006","2006","IDX","Index","0","Units",,,1,,
"NZL","New Zealand","EPT_V1","Version 1 (1985-2019)","2007","2007","IDX","Index","0","Units",,,1,,
"NZL","New Zealand","EPT_V1","Version 1 (1985-2019)","2008","2008","IDX","Index","0","Units",,,1,,
"NZL","New Zealand","EPT_V1","Version 1 (1985-2019)","2009","2009","IDX","Index","0","Units",,,1,,
"NZL","New Zealand","EPT_V1","Version 1 (1985-2019)","2010","2010","IDX","Index","0","Units",,,1,,
"NZL","New Zealand","EPT_V1","Version 1 (1985-2019)","2011","2011","IDX","Index","0","Units",,,1,,
"NZL","New Zealand","EPT_V1","Version 1 (1985-2019)","2012","2012","IDX","Index","0","Units",,,1,,
"NZL","New Zealand","EPT_V1","Version 1 (1985-2019)","2013","2013","IDX","Index","0","Units",,,1,,
"NZL","New Zealand","EPT_V1","Version 1 (1985-2019)","2014","2014","IDX","Index","0","Units",,,1,,
"NZL","New Zealand","EPT_V1","Version 1 (1985-2019)","2015","2015","IDX","Index","0","Units",,,1,,
"NZL","New Zealand","EPT_V1","Version 1 (1985-2019)","2016","2016","IDX","Index","0","Units",,,1,,
"NZL","New Zealand","EPT_V1","Version 1 (1985-2019)","2017","2017","IDX","Index","0","Units",,,1,,
"NZL","New Zealand","EPT_V1","Version 1 (1985-2019)","2018","2018","IDX","Index","0","Units",,,1,,
"NZL","New Zealand","EPT_V1","Version 1 (1985-2019)","2019","2019","IDX","Index","0","Units",,,1,,
"NOR","Norway","EPT_V1","Version 1 (1985-2019)","1990","1990","IDX","Index","0","Units",,,3.125,,
"NOR","Norway","EPT_V1","Version 1 (1985-2019)","1991","1991","IDX","Index","0","Units",,,3.125,,
"NOR","Norway","EPT_V1","Version 1 (1985-2019)","1992","1992","IDX","Index","0","Units",,,3.125,,
"NOR","Norway","EPT_V1","Version 1 (1985-2019)","1993","1993","IDX","Index","0","Units",,,3.125,,
"NOR","Norway","EPT_V1","Version 1 (1985-2019)","1994","1994","IDX","Index","0","Units",,,3.125,,
"NOR","Norway","EPT_V1","Version 1 (1985-2019)","1995","1995","IDX","Index","0","Units",,,3.125,,
"NOR","Norway","EPT_V1","Version 1 (1985-2019)","1996","1996","IDX","Index","0","Units",,,3.1875,,
"NOR","Norway","EPT_V1","Version 1 (1985-2019)","1997","1997","IDX","Index","0","Units",,,3.1875,,
"NOR","Norway","EPT_V1","Version 1 (1985-2019)","1998","1998","IDX","Index","0","Units",,,3.1875,,
"NOR","Norway","EPT_V1","Version 1 (1985-2019)","1999","1999","IDX","Index","0","Units",,,3.1875,,
"NOR","Norway","EPT_V1","Version 1 (1985-2019)","2000","2000","IDX","Index","0","Units",,,3,,
"NOR","Norway","EPT_V1","Version 1 (1985-2019)","2001","2001","IDX","Index","0","Units",,,2.75,,
"NOR","Norway","EPT_V1","Version 1 (1985-2019)","2002","2002","IDX","Index","0","Units",,,2.75,,
"NOR","Norway","EPT_V1","Version 1 (1985-2019)","2003","2003","IDX","Index","0","Units",,,2.75,,
"NOR","Norway","EPT_V1","Version 1 (1985-2019)","2004","2004","IDX","Index","0","Units",,,2.75,,
"NOR","Norway","EPT_V1","Version 1 (1985-2019)","2005","2005","IDX","Index","0","Units",,,2.75,,
"NOR","Norway","EPT_V1","Version 1 (1985-2019)","2006","2006","IDX","Index","0","Units",,,3,,
"NOR","Norway","EPT_V1","Version 1 (1985-2019)","2007","2007","IDX","Index","0","Units",,,3,,
"NOR","Norway","EPT_V1","Version 1 (1985-2019)","2008","2008","IDX","Index","0","Units",,,3,,
"NOR","Norway","EPT_V1","Version 1 (1985-2019)","2009","2009","IDX","Index","0","Units",,,3,,
"NOR","Norway","EPT_V1","Version 1 (1985-2019)","2010","2010","IDX","Index","0","Units",,,3,,
"NOR","Norway","EPT_V1","Version 1 (1985-2019)","2011","2011","IDX","Index","0","Units",,,3,,
"NOR","Norway","EPT_V1","Version 1 (1985-2019)","2012","2012","IDX","Index","0","Units",,,3,,
"NOR","Norway","EPT_V1","Version 1 (1985-2019)","2013","2013","IDX","Index","0","Units",,,3,,
"NOR","Norway","EPT_V1","Version 1 (1985-2019)","2014","2014","IDX","Index","0","Units",,,3,,
"NOR","Norway","EPT_V1","Version 1 (1985-2019)","2015","2015","IDX","Index","0","Units",,,3,,
"NOR","Norway","EPT_V1","Version 1 (1985-2019)","2016","2016","IDX","Index","0","Units",,,2.5,,
"NOR","Norway","EPT_V1","Version 1 (1985-2019)","2017","2017","IDX","Index","0","Units",,,2.5,,
"NOR","Norway","EPT_V1","Version 1 (1985-2019)","2018","2018","IDX","Index","0","Units",,,2.5,,
"NOR","Norway","EPT_V1","Version 1 (1985-2019)","2019","2019","IDX","Index","0","Units",,,2.625,,
"POL","Poland","EPT_V1","Version 1 (1985-2019)","1990","1990","IDX","Index","0","Units",,,0.625,,
"POL","Poland","EPT_V1","Version 1 (1985-2019)","1991","1991","IDX","Index","0","Units",,,0.625,,
"POL","Poland","EPT_V1","Version 1 (1985-2019)","1992","1992","IDX","Index","0","Units",,,0.625,,
"POL","Poland","EPT_V1","Version 1 (1985-2019)","1993","1993","IDX","Index","0","Units",,,0.625,,
"POL","Poland","EPT_V1","Version 1 (1985-2019)","1994","1994","IDX","Index","0","Units",,,0.625,,
"POL","Poland","EPT_V1","Version 1 (1985-2019)","1995","1995","IDX","Index","0","Units",,,0.625,,
"POL","Poland","EPT_V1","Version 1 (1985-2019)","1996","1996","IDX","Index","0","Units",,,0.625,,
"POL","Poland","EPT_V1","Version 1 (1985-2019)","1997","1997","IDX","Index","0","Units",,,0.625,,
"POL","Poland","EPT_V1","Version 1 (1985-2019)","1998","1998","IDX","Index","0","Units",,,0.625,,
"POL","Poland","EPT_V1","Version 1 (1985-2019)","1999","1999","IDX","Index","0","Units",,,0.625,,
"POL","Poland","EPT_V1","Version 1 (1985-2019)","2000","2000","IDX","Index","0","Units",,,0.625,,
"POL","Poland","EPT_V1","Version 1 (1985-2019)","2001","2001","IDX","Index","0","Units",,,0.625,,
"POL","Poland","EPT_V1","Version 1 (1985-2019)","2002","2002","IDX","Index","0","Units",,,0.625,,
"POL","Poland","EPT_V1","Version 1 (1985-2019)","2003","2003","IDX","Index","0","Units",,,0.125,,
"POL","Poland","EPT_V1","Version 1 (1985-2019)","2004","2004","IDX","Index","0","Units",,,1.625,,
"POL","Poland","EPT_V1","Version 1 (1985-2019)","2005","2005","IDX","Index","0","Units",,,1.625,,
"POL","Poland","EPT_V1","Version 1 (1985-2019)","2006","2006","IDX","Index","0","Units",,,1.625,,
"POL","Poland","EPT_V1","Version 1 (1985-2019)","2007","2007","IDX","Index","0","Units",,,1.625,,
"POL","Poland","EPT_V1","Version 1 (1985-2019)","2008","2008","IDX","Index","0","Units",,,1.625,,
"POL","Poland","EPT_V1","Version 1 (1985-2019)","2009","2009","IDX","Index","0","Units",,,1.625,,
"POL","Poland","EPT_V1","Version 1 (1985-2019)","2010","2010","IDX","Index","0","Units",,,1.625,,
"POL","Poland","EPT_V1","Version 1 (1985-2019)","2011","2011","IDX","Index","0","Units",,,1.625,,
"POL","Poland","EPT_V1","Version 1 (1985-2019)","2012","2012","IDX","Index","0","Units",,,1.625,,
"POL","Poland","EPT_V1","Version 1 (1985-2019)","2013","2013","IDX","Index","0","Units",,,1.625,,
"POL","Poland","EPT_V1","Version 1 (1985-2019)","2014","2014","IDX","Index","0","Units",,,1.625,,
"POL","Poland","EPT_V1","Version 1 (1985-2019)","2015","2015","IDX","Index","0","Units",,,1.625,,
"POL","Poland","EPT_V1","Version 1 (1985-2019)","2016","2016","IDX","Index","0","Units",,,1.625,,
"POL","Poland","EPT_V1","Version 1 (1985-2019)","2017","2017","IDX","Index","0","Units",,,1.625,,
"POL","Poland","EPT_V1","Version 1 (1985-2019)","2018","2018","IDX","Index","0","Units",,,1.625,,
"POL","Poland","EPT_V1","Version 1 (1985-2019)","2019","2019","IDX","Index","0","Units",,,1.625,,
"PRT","Portugal","EPT_V1","Version 1 (1985-2019)","1990","1990","IDX","Index","0","Units",,,3.375,,
"PRT","Portugal","EPT_V1","Version 1 (1985-2019)","1991","1991","IDX","Index","0","Units",,,3.375,,
"PRT","Portugal","EPT_V1","Version 1 (1985-2019)","1992","1992","IDX","Index","0","Units",,,3.375,,
"PRT","Portugal","EPT_V1","Version 1 (1985-2019)","1993","1993","IDX","Index","0","Units",,,3.375,,
"PRT","Portugal","EPT_V1","Version 1 (1985-2019)","1994","1994","IDX","Index","0","Units",,,3.375,,
"PRT","Portugal","EPT_V1","Version 1 (1985-2019)","1995","1995","IDX","Index","0","Units",,,3.375,,
"PRT","Portugal","EPT_V1","Version 1 (1985-2019)","1996","1996","IDX","Index","0","Units",,,3.375,,
"PRT","Portugal","EPT_V1","Version 1 (1985-2019)","1997","1997","IDX","Index","0","Units",,,2.8125,,
"PRT","Portugal","EPT_V1","Version 1 (1985-2019)","1998","1998","IDX","Index","0","Units",,,2.8125,,
"PRT","Portugal","EPT_V1","Version 1 (1985-2019)","1999","1999","IDX","Index","0","Units",,,2.8125,,
"PRT","Portugal","EPT_V1","Version 1 (1985-2019)","2000","2000","IDX","Index","0","Units",,,2.8125,,
"PRT","Portugal","EPT_V1","Version 1 (1985-2019)","2001","2001","IDX","Index","0","Units",,,2.8125,,
"PRT","Portugal","EPT_V1","Version 1 (1985-2019)","2002","2002","IDX","Index","0","Units",,,2.8125,,
"PRT","Portugal","EPT_V1","Version 1 (1985-2019)","2003","2003","IDX","Index","0","Units",,,2.8125,,
"PRT","Portugal","EPT_V1","Version 1 (1985-2019)","2004","2004","IDX","Index","0","Units",,,2.5625,,
"PRT","Portugal","EPT_V1","Version 1 (1985-2019)","2005","2005","IDX","Index","0","Units",,,2.5625,,
"PRT","Portugal","EPT_V1","Version 1 (1985-2019)","2006","2006","IDX","Index","0","Units",,,2.5625,,
"PRT","Portugal","EPT_V1","Version 1 (1985-2019)","2007","2007","IDX","Index","0","Units",,,2.5625,,
"PRT","Portugal","EPT_V1","Version 1 (1985-2019)","2008","2008","IDX","Index","0","Units",,,1.9375,,
"PRT","Portugal","EPT_V1","Version 1 (1985-2019)","2009","2009","IDX","Index","0","Units",,,1.9375,,
"PRT","Portugal","EPT_V1","Version 1 (1985-2019)","2010","2010","IDX","Index","0","Units",,,1.9375,,
"PRT","Portugal","EPT_V1","Version 1 (1985-2019)","2011","2011","IDX","Index","0","Units",,,1.9375,,
"PRT","Portugal","EPT_V1","Version 1 (1985-2019)","2012","2012","IDX","Index","0","Units",,,1.9375,,
"PRT","Portugal","EPT_V1","Version 1 (1985-2019)","2013","2013","IDX","Index","0","Units",,,1.8125,,
"PRT","Portugal","EPT_V1","Version 1 (1985-2019)","2014","2014","IDX","Index","0","Units",,,1.8125,,
"PRT","Portugal","EPT_V1","Version 1 (1985-2019)","2015","2015","IDX","Index","0","Units",,,1.8125,,
"PRT","Portugal","EPT_V1","Version 1 (1985-2019)","2016","2016","IDX","Index","0","Units",,,1.9375,,
"PRT","Portugal","EPT_V1","Version 1 (1985-2019)","2017","2017","IDX","Index","0","Units",,,1.9375,,
"PRT","Portugal","EPT_V1","Version 1 (1985-2019)","2018","2018","IDX","Index","0","Units",,,1.9375,,
"PRT","Portugal","EPT_V1","Version 1 (1985-2019)","2019","2019","IDX","Index","0","Units",,,1.9375,,
"SVK","Slovak Republic","EPT_V1","Version 1 (1985-2019)","1993","1993","IDX","Index","0","Units",,,1.375,,
"SVK","Slovak Republic","EPT_V1","Version 1 (1985-2019)","1994","1994","IDX","Index","0","Units",,,1.375,,
"SVK","Slovak Republic","EPT_V1","Version 1 (1985-2019)","1995","1995","IDX","Index","0","Units",,,1.375,,
"SVK","Slovak Republic","EPT_V1","Version 1 (1985-2019)","1996","1996","IDX","Index","0","Units",,,1.375,,
"SVK","Slovak Republic","EPT_V1","Version 1 (1985-2019)","1997","1997","IDX","Index","0","Units",,,1.375,,
"SVK","Slovak Republic","EPT_V1","Version 1 (1985-2019)","1998","1998","IDX","Index","0","Units",,,1.375,,
"SVK","Slovak Republic","EPT_V1","Version 1 (1985-2019)","1999","1999","IDX","Index","0","Units",,,1.375,,
"SVK","Slovak Republic","EPT_V1","Version 1 (1985-2019)","2000","2000","IDX","Index","0","Units",,,1.375,,
"SVK","Slovak Republic","EPT_V1","Version 1 (1985-2019)","2001","2001","IDX","Index","0","Units",,,1.375,,
"SVK","Slovak Republic","EPT_V1","Version 1 (1985-2019)","2002","2002","IDX","Index","0","Units",,,1.375,,
"SVK","Slovak Republic","EPT_V1","Version 1 (1985-2019)","2003","2003","IDX","Index","0","Units",,,1.375,,
"SVK","Slovak Republic","EPT_V1","Version 1 (1985-2019)","2004","2004","IDX","Index","0","Units",,,0.625,,
"SVK","Slovak Republic","EPT_V1","Version 1 (1985-2019)","2005","2005","IDX","Index","0","Units",,,0.625,,
"SVK","Slovak Republic","EPT_V1","Version 1 (1985-2019)","2006","2006","IDX","Index","0","Units",,,0.625,,
"SVK","Slovak Republic","EPT_V1","Version 1 (1985-2019)","2007","2007","IDX","Index","0","Units",,,0.625,,
"SVK","Slovak Republic","EPT_V1","Version 1 (1985-2019)","2008","2008","IDX","Index","0","Units",,,1.625,,
"SVK","Slovak Republic","EPT_V1","Version 1 (1985-2019)","2009","2009","IDX","Index","0","Units",,,1.625,,
"SVK","Slovak Republic","EPT_V1","Version 1 (1985-2019)","2010","2010","IDX","Index","0","Units",,,1.625,,
"SVK","Slovak Republic","EPT_V1","Version 1 (1985-2019)","2011","2011","IDX","Index","0","Units",,,1.75,,
"SVK","Slovak Republic","EPT_V1","Version 1 (1985-2019)","2012","2012","IDX","Index","0","Units",,,1.625,,
"SVK","Slovak Republic","EPT_V1","Version 1 (1985-2019)","2013","2013","IDX","Index","0","Units",,,1.75,,
"SVK","Slovak Republic","EPT_V1","Version 1 (1985-2019)","2014","2014","IDX","Index","0","Units",,,1.75,,
"SVK","Slovak Republic","EPT_V1","Version 1 (1985-2019)","2015","2015","IDX","Index","0","Units",,,1.75,,
"SVK","Slovak Republic","EPT_V1","Version 1 (1985-2019)","2016","2016","IDX","Index","0","Units",,,2.25,,
"SVK","Slovak Republic","EPT_V1","Version 1 (1985-2019)","2017","2017","IDX","Index","0","Units",,,2.25,,
"SVK","Slovak Republic","EPT_V1","Version 1 (1985-2019)","2018","2018","IDX","Index","0","Units",,,2.25,,
"SVK","Slovak Republic","EPT_V1","Version 1 (1985-2019)","2019","2019","IDX","Index","0","Units",,,2.25,,
"ESP","Spain","EPT_V1","Version 1 (1985-2019)","1990","1990","IDX","Index","0","Units",,,3.75,,
"ESP","Spain","EPT_V1","Version 1 (1985-2019)","1991","1991","IDX","Index","0","Units",,,3.75,,
"ESP","Spain","EPT_V1","Version 1 (1985-2019)","1992","1992","IDX","Index","0","Units",,,3.75,,
"ESP","Spain","EPT_V1","Version 1 (1985-2019)","1993","1993","IDX","Index","0","Units",,,3.75,,
"ESP","Spain","EPT_V1","Version 1 (1985-2019)","1994","1994","IDX","Index","0","Units",,,3.75,,
"ESP","Spain","EPT_V1","Version 1 (1985-2019)","1995","1995","IDX","Index","0","Units",,,3.25,,
"ESP","Spain","EPT_V1","Version 1 (1985-2019)","1996","1996","IDX","Index","0","Units",,,3.25,,
"ESP","Spain","EPT_V1","Version 1 (1985-2019)","1997","1997","IDX","Index","0","Units",,,3.25,,
"ESP","Spain","EPT_V1","Version 1 (1985-2019)","1998","1998","IDX","Index","0","Units",,,3.25,,
"ESP","Spain","EPT_V1","Version 1 (1985-2019)","1999","1999","IDX","Index","0","Units",,,3.25,,
"ESP","Spain","EPT_V1","Version 1 (1985-2019)","2000","2000","IDX","Index","0","Units",,,3.25,,
"ESP","Spain","EPT_V1","Version 1 (1985-2019)","2001","2001","IDX","Index","0","Units",,,3.25,,
"ESP","Spain","EPT_V1","Version 1 (1985-2019)","2002","2002","IDX","Index","0","Units",,,3.25,,
"ESP","Spain","EPT_V1","Version 1 (1985-2019)","2003","2003","IDX","Index","0","Units",,,3.25,,
"ESP","Spain","EPT_V1","Version 1 (1985-2019)","2004","2004","IDX","Index","0","Units",,,3.25,,
"ESP","Spain","EPT_V1","Version 1 (1985-2019)","2005","2005","IDX","Index","0","Units",,,3.25,,
"ESP","Spain","EPT_V1","Version 1 (1985-2019)","2006","2006","IDX","Index","0","Units",,,3.25,,
"ESP","Spain","EPT_V1","Version 1 (1985-2019)","2007","2007","IDX","Index","0","Units",,,3,,
"ESP","Spain","EPT_V1","Version 1 (1985-2019)","2008","2008","IDX","Index","0","Units",,,3,,
"ESP","Spain","EPT_V1","Version 1 (1985-2019)","2009","2009","IDX","Index","0","Units",,,3,,
"ESP","Spain","EPT_V1","Version 1 (1985-2019)","2010","2010","IDX","Index","0","Units",,,3,,
"ESP","Spain","EPT_V1","Version 1 (1985-2019)","2011","2011","IDX","Index","0","Units",,,2.5625,,
"ESP","Spain","EPT_V1","Version 1 (1985-2019)","2012","2012","IDX","Index","0","Units",,,2.6875,,
"ESP","Spain","EPT_V1","Version 1 (1985-2019)","2013","2013","IDX","Index","0","Units",,,2.5625,,
"ESP","Spain","EPT_V1","Version 1 (1985-2019)","2014","2014","IDX","Index","0","Units",,,2.46875,,
"ESP","Spain","EPT_V1","Version 1 (1985-2019)","2015","2015","IDX","Index","0","Units",,,2.46875,,
"ESP","Spain","EPT_V1","Version 1 (1985-2019)","2016","2016","IDX","Index","0","Units",,,2.46875,,
"ESP","Spain","EPT_V1","Version 1 (1985-2019)","2017","2017","IDX","Index","0","Units",,,2.46875,,
"ESP","Spain","EPT_V1","Version 1 (1985-2019)","2018","2018","IDX","Index","0","Units",,,2.46875,,
"ESP","Spain","EPT_V1","Version 1 (1985-2019)","2019","2019","IDX","Index","0","Units",,,2.46875,,
"SWE","Sweden","EPT_V1","Version 1 (1985-2019)","1990","1990","IDX","Index","0","Units",,,4.08333349227905,,
"SWE","Sweden","EPT_V1","Version 1 (1985-2019)","1991","1991","IDX","Index","0","Units",,,4.08333349227905,,
"SWE","Sweden","EPT_V1","Version 1 (1985-2019)","1992","1992","IDX","Index","0","Units",,,2.77083349227905,,
"SWE","Sweden","EPT_V1","Version 1 (1985-2019)","1993","1993","IDX","Index","0","Units",,,2.77083349227905,,
"SWE","Sweden","EPT_V1","Version 1 (1985-2019)","1994","1994","IDX","Index","0","Units",,,1.77083337306976,,
"SWE","Sweden","EPT_V1","Version 1 (1985-2019)","1995","1995","IDX","Index","0","Units",,,1.77083337306976,,
"SWE","Sweden","EPT_V1","Version 1 (1985-2019)","1996","1996","IDX","Index","0","Units",,,1.77083337306976,,
"SWE","Sweden","EPT_V1","Version 1 (1985-2019)","1997","1997","IDX","Index","0","Units",,,1.4375,,
"SWE","Sweden","EPT_V1","Version 1 (1985-2019)","1998","1998","IDX","Index","0","Units",,,1.4375,,
"SWE","Sweden","EPT_V1","Version 1 (1985-2019)","1999","1999","IDX","Index","0","Units",,,1.4375,,
"SWE","Sweden","EPT_V1","Version 1 (1985-2019)","2000","2000","IDX","Index","0","Units",,,1.4375,,
"SWE","Sweden","EPT_V1","Version 1 (1985-2019)","2001","2001","IDX","Index","0","Units",,,1.4375,,
"SWE","Sweden","EPT_V1","Version 1 (1985-2019)","2002","2002","IDX","Index","0","Units",,,1.4375,,
"SWE","Sweden","EPT_V1","Version 1 (1985-2019)","2003","2003","IDX","Index","0","Units",,,1.4375,,
"SWE","Sweden","EPT_V1","Version 1 (1985-2019)","2004","2004","IDX","Index","0","Units",,,1.4375,,
"SWE","Sweden","EPT_V1","Version 1 (1985-2019)","2005","2005","IDX","Index","0","Units",,,1.4375,,
"SWE","Sweden","EPT_V1","Version 1 (1985-2019)","2006","2006","IDX","Index","0","Units",,,1.4375,,
"SWE","Sweden","EPT_V1","Version 1 (1985-2019)","2007","2007","IDX","Index","0","Units",,,1.4375,,
"SWE","Sweden","EPT_V1","Version 1 (1985-2019)","2008","2008","IDX","Index","0","Units",,,0.8125,,
"SWE","Sweden","EPT_V1","Version 1 (1985-2019)","2009","2009","IDX","Index","0","Units",,,0.8125,,
"SWE","Sweden","EPT_V1","Version 1 (1985-2019)","2010","2010","IDX","Index","0","Units",,,0.8125,,
