country_code,country_name,country_group,wjp_rol_2,vdem_core_v2clacjstm,vdem_core_v2clacjstw,vdem_core_v2peapsgen,vdem_core_v2peapspol,vdem_core_v2peapsecon,vdem_core_v2peasjgen,vdem_core_v2peasjpol,vdem_core_v2peasjsoecon,wb_pefa_pi_2016_20,wb_aspire_adequacy_benefits,wjp_rol_7_7,wb_pefa_pi_2016_29,bs_bti_q2_3,rise_re_4,bs_bti_si,wb_pefa_pi_2016_05,wb_pefa_pi_2016_17,rise_ee_9,heritage_business_freedom,fraser_efw_capital_controls,rise_re_7,spi_census_and_survey_index,romelli_cbi_central_bank_independence,wjp_rol_7_6,wjp_rol_7_5,fh_fiw_cl_rating,vdem_core_v2x_cspart,bs_bti_q7_2,wjp_rol_3_4,oecd_pmr_2018_3_3,wjp_rol_1,wb_gtmi_cgsi,fraser_efw_credit_market_regulations,wjp_rol_8_2,wjp_rol_8_1,wjp_rol_8_4,vdem_core_v2stcritrecadm,vdem_core_v2cseeorgs,vdem_core_v2csreprss,wb_pefa_pi_2016_13,oecd_pmr_2018_1_3,wjp_rol_4_3,wb_lpi_lp_lpi_cust_xq,bs_bti_q15_1,oecd_epl_regular,oecd_epl_temporary,rise_ee_2,rise_ee_8,vdem_core_v2dlengage,bs_bti_q12_1,vdem_core_v2exbribe,wb_pefa_pi_2016_22,oecd_pmr_2018_6,wjp_rol_6_6,wb_pefa_pi_2016_30,idea_gsod_v_21_05,wb_pefa_pi_2016_27,heritage_financial_freedom,rise_ee_6,wb_enterprisesurveys_ic_frm_obs_obst1,wb_enterprisesurveys_ic_frm_reg_bus5,wb_enterprisesurveys_ic_frm_corr_corr11,wb_enterprisesurveys_ic_frm_trd_tr9,wb_enterprisesurveys_ic_frm_wrkf_wk9,wb_enterprisesurveys_ic_frm_reg_reg5,wb_enterprisesurveys_ic_frm_corr_crime9,wb_pefa_pi_2016_10,bs_bti_q8_2,wb_pefa_pi_2016_15,bs_bti_q2_1,wjp_rol_4_6,vdem_core_v2clacfree,wjp_rol_4_7,wjp_rol_4_5,vdem_core_v2cldiscm,vdem_core_v2cldiscw,fraser_efw_freedom_of_foreigners_to_visit,wjp_rol_4_4,vdem_core_v2caassemb,idea_gsod_v_22_08,fraser_efw_freedom_to_own_foreign_currency_bank_accounts,wjp_rol_4_8,oecd_pmr_2018_1_4,oecd_pmr_2018_1_2,wb_gtmi_gtei,vdem_core_v2juhcind,rise_ee_5,rise_ee_3,rise_ee_4,rise_re_3,bs_bti_q3_2,wb_wwbi_bi_pwk_pubs_tt_zs,wb_pefa_pi_2016_26,wb_pefa_pi_2016_25,heritage_investment_freedom,wb_pefa_pi_2016_28,wb_gtmi_i_8,vdem_core_v2juaccnt,wjp_rol_2_2,rise_re_1,vdem_core_v2xlg_legcon,wb_pefa_pi_2016_18,vdem_core_v2lgqugen,vdem_core_v2juncind,wb_pefa_pi_2016_14,wb_pefa_pi_2016_16,rise_ee_7,bs_bti_q8_1,wb_pefa_pi_2016_10_1,rise_ee_1,wb_pefa_pi_2016_23,wjp_rol_7_1,wb_enterprisesurveys_ic_frm_infra_in12,rise_re_2,vdem_core_v2x_corr,fh_fiw_pr_rating,vdem_core_v2pepwrgen,vdem_core_v2pepwrsoc,vdem_core_v2pepwrses,wb_pefa_pi_2016_21,rwb_pfi_index,oecd_pmr_2018_2_1,wb_pefa_pi_2016_24,vdem_core_v2xcl_prpty,wb_pefa_pi_2016_09,wb_pefa_pi_2016_12,wb_pefa_pi_2016_11,rise_ee_4_3,wb_gtmi_psdi,wjp_rol_3_1,wjp_rol_6,wb_pefa_pi_2016_19,wjp_rol_3_2,vdem_core_v2clrspct,oecd_pmr_2018_1_1,bs_bti_q3_1,wb_aspire_coverage,spi_std_and_methods,bs_bti_q1_2,oecd_pmr_2018_2_2,vdem_core_v2x_gender
SWZ,Eswatini,0,NA,0.5299511906522704,0.36425821735267994,0.495912475307704,0.6406655574043261,0.4836834094368341,0.6923320158102766,0.20821484992101102,0.5876623376623377,NA,NA,NA,NA,0.2222222222222222,NA,0.2603686635944701,NA,NA,NA,0.5568,0.077,NA,0.292,NA,NA,NA,0.2333333333333333,0.4409937888198758,0.3333333333333333,NA,NA,NA,0.4191919191919192,0.8173333333333332,NA,NA,NA,0.4156598148438726,0.21289767841788476,0.3115346604546096,NA,NA,NA,NA,0.1111111111111111,NA,NA,NA,NA,0.33362498114346056,0.2222222222222222,0.380693505730238,NA,NA,NA,NA,0.33,NA,0.4444444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2777777777777778,NA,0.01,NA,0.29692881745120553,NA,NA,0.2797461050201962,0.25275003516669015,0.6193333333333333,NA,0.1903134749665726,NA,0.5,NA,NA,NA,0.28125000000000006,0.3837273386511965,NA,NA,NA,NA,0.2777777777777778,NA,NA,NA,0.5263157894736842,NA,1,0.43005481120584654,NA,NA,0.41720207253886016,NA,0.25,0.40675450552779047,NA,NA,NA,0.6666666666666666,NA,NA,NA,NA,NA,NA,0.5436532507739937,0.01,0.3567092897858574,0.14700514352082295,0.3140088405304318,NA,0.40049999999999997,NA,NA,0.16335403726708075,NA,NA,NA,NA,0.365,NA,NA,NA,NA,0.3518726347383531,NA,0.1111111111111111,NA,0.4,0.75,NA,0.32731182795698927
ETH,Ethiopia,0,0.3725000000000001,0.5695015530247005,0.5646727864968908,0.4298434888314846,0.3499500831946755,0.32048706240487057,0.49097233201581025,0.3208530805687203,0.3714285714285714,0.4,0.009614544804180994,0.5066666666666667,0.5,0.3333333333333333,0.4,0.26843317972350234,0.3333333333333333,0.6666666666666666,0.01,0.4534,0.01,0.125,0.5503333335,NA,0.4869565217391305,0.3910112359550562,0.16666666666666666,0.5871635610766045,0.2962962962962963,0.3521739130434783,NA,0.24615384615384614,0.393939393939394,0.6950000000000001,0.3240506329113924,0.29512195121951224,0.3303370786516855,0.25419739526125845,0.5505875609057036,0.560553437808838,1,NA,0.23544303797468352,NA,0.3333333333333333,NA,NA,0.75,0.01,0.5320862875245136,0.2222222222222222,0.5959447546282691,0.5,NA,0.34249999999999997,0.5,0.33,0.6666666666666666,0.2222222222222222,0.4222222137451172,NA,NA,NA,NA,NA,NA,NA,0.01,0.37037037037037035,0.01,0.2222222222222222,0.16122448979591839,0.484414466130884,0.24347826086956528,0.5044444444444444,0.4940565493364108,0.47497538331692224,0.3206666666666667,0.2307692307692308,0.4497697221809538,0.29,0.01,0.18666666666666668,NA,NA,0.4114583333333333,0.4318201595358956,0.13695651810471196,0.65625,0.01,0.2741228003250925,0.2962962962962963,NA,0.16666666666666666,0.6,0.3473684210526316,0.01,1,0.5571559074299635,0.34565217391304354,0.25,0.20124352331606218,0.8,0.01,0.5072845676207784,0.6666666666666666,0.16666666666666666,0.13888888835906982,0.37037037037037035,0.01,0.8055555534362793,0.5,0.33015873015873015,NA,0.8229166793823243,0.5178534571723427,0.16666666666666666,0.6390694808195965,0.3009789281566285,0.6790547432845971,0.4,0.45894736842105266,NA,0.16666666666666666,0.5782608695652174,0.01,0.25,0.16666666666666666,0.01,0.705,0.14418604651162792,0.24225352112676055,0.6,0.372,0.45966331723867937,NA,0.18518518518518517,0.21280039789156846,0.15,0.375,NA,0.7488172043010752
EMU,Euro area,1,0.7075,0.8266528620026624,0.7955285756588689,0.9264549460568303,0.9079866888519135,0.8251141552511415,0.8769960474308302,0.8325434439178514,0.8245727956254272,NA,NA,0.7533333333333334,NA,1,0.575,0.8943932411674348,NA,NA,0.8649553718729593,0.769,0.538,1,0.8003333335,NA,0.7130434782608696,0.4988764044943821,1,0.8908902691511388,1,0.75,0.8444444470935397,0.75,0.8080808080808082,0.8946666666666667,0.6012658227848101,0.5829268292682926,0.6292134831460674,0.7016789581045033,0.7512467755803954,0.8876747141041931,NA,0.863957587688676,0.7417721518987341,0.7451612903225806,0.7407407407407408,0.7232572049367288,0.4741096769272101,0.9583333206176758,0.7708333206176758,0.7518479408658924,0.8888888888888888,0.728533646782251,NA,0.8956102851679769,0.76875,NA,1,NA,0.7777777777777778,0.45555554707845053,0.8796296296296297,0.8517382413087935,0.8783367556468173,0.9258620689655175,0.8841269841269842,0.8016877637130803,0.8563106796116504,NA,0.8888888888888888,NA,1,0.8224489795918367,0.8113662456946039,0.8260869565217392,0.8333333333333333,0.8209751875360646,0.8153608102405402,0.7456666666666667,0.7527472527472528,0.8808795127024216,0.7130000000000001,1,0.7600000000000001,0.5806451596363609,0.4571997535001966,0.8489583333333333,0.777316896301668,0.5347825945041134,0.875,0.84375,0.8201754319040399,0.8888888888888888,0.7559523809523809,NA,NA,0.8526315789473684,NA,1,0.6821863580998783,0.8978260869565219,0.9,0.9139896373056995,NA,0.01,0.8230501287293654,NA,NA,0.8923611259460449,1,NA,0.8833333206176758,NA,0.7380952380952382,0.6598639455782314,0.9270833492279054,0.09845201238390093,1,0.7675242643660454,0.7448813671810187,0.7271336280176811,NA,0.5949868421052632,0.7477147872824806,NA,0.9616977225672879,NA,NA,NA,1,0.875,0.7186046511627907,0.7746478873239437,NA,0.675,0.7590760798642828,0.6271929991872687,0.9629629629629629,NA,1,0.9583333333333333,0.577093882338854,0.964731182795699
ECS,Europe & Central Asia,1,0.61375,0.6704925306907262,0.6848978383180337,0.8644582890138277,0.847487520798669,0.715738203957382,0.8168537549407114,0.7395576619273302,0.7338687628161312,1,0.04428371728037234,0.6906666666666667,0.16666666666666666,0.7962962962962963,0.5083333396911621,0.6390168970814132,0.6666666666666666,0.6666666666666666,0.690104185514862,0.7304,0.4235,1,0.7333333335000001,NA,0.5902173913043478,0.4887640449438203,0.8333333333333334,0.7977225672877848,0.6851851851851851,0.6677536231884059,0.851851847436693,0.6378205128205129,0.7070707070707071,0.8921666666666667,0.5708860759493671,0.5073170731707317,0.5775280898876405,0.6292483916522831,0.701060475781026,0.8123958774530566,1,0.8144876278469764,0.6620253164556962,0.5903225806451613,0.4629629629629629,0.6813697321312472,0.44436808545461437,0.875,0.6041666603088379,0.6830894554231408,0.48148148148148145,0.5751101968851013,0.5,0.8568207506482498,0.6618750000000001,0.8333333333333334,0.67,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.8666666666666666,0.834355828220859,0.8572895277207392,0.8810344827586208,0.9015873015873015,0.8115330520393813,0.8330097087378642,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6785714285714286,0.7008610792192881,0.7576086956521739,0.7911111111111111,0.7597518753606463,0.7591222394148264,0.7438333333333333,0.6912087912087913,0.7779824691724856,0.665,1,0.6439999999999999,0.5483871265455036,0.4136031858163132,0.7916666666666667,0.649166062364032,0.4434782491009721,0.625,0.71875,0.6578947368421053,0.5370370370370371,0.6904761904761905,0.8333333333333334,1,0.7894736842105263,0.8333333333333334,1,0.5866626065773447,0.807608695652174,0.8,0.8288082901554404,0.8,0.01,0.7003483265182494,0.8333333333333334,0.5,0.7291666412353515,0.7962962962962963,0.3333333333333333,0.8333333301544189,0.5,0.6523809523809524,0.7312925170068026,0.7812499809265137,0.23942208462332304,0.9666666666666667,0.7184717300878141,0.6936784469885514,0.6662699761985719,1,0.5552368421052631,0.7477147872824806,0.8333333333333334,0.9389233954451346,0.3333333333333333,0.5,0.3333333333333333,1,0.84,0.6058139534883722,0.6028169014084507,0.8,0.621,0.6342685632258906,0.531578967445775,0.5,0.6343027467674178,0.9375,0.75,0.6078014253852823,0.9266666666666667
TEC,Europe & Central Asia (IDA & IBRD),1,0.35625000000000007,0.5232362076615885,0.5316849274503999,0.7532289925543231,0.733377703826955,0.5961948249619483,0.6804110671936758,0.565781990521327,0.6047846889952153,1,0.04428371728037234,0.5946666666666667,0.16666666666666666,0.7407407407407408,0.3333333206176758,0.5821812596006144,0.6666666666666666,0.6666666666666666,0.5133928658858855,0.6731999999999999,0.385,0.5,0.5676666665000001,NA,0.5119565217391305,0.46404494382022476,0.5,0.6438923395445135,0.6296296296296297,0.5195652173913045,0.851851847436693,0.37564102564102575,0.5757575757575758,0.8600000000000001,0.4810126582278481,0.3890243902439024,0.4842696629213484,0.44603797269731676,0.6301805674978503,0.7167866723139912,1,0.6855123494063738,0.46582278481012657,0.467741935483871,0.4444444444444444,0.8065318773962205,0.6779174815512958,0.75,0.44791666984558104,0.5704329461457234,0.4444444444444444,0.335292389068469,0.5,0.8329081926840521,0.4325,0.8333333333333334,0.33,0.8333333333333334,0.5555555555555556,0.3333333333333333,0.8305555555555556,0.8241308793456034,0.8311088295687885,0.8517241379310345,0.9182539682539683,0.8255977496483826,0.7194174757281555,0.5,0.6666666666666666,0.6666666666666666,0.5925925925925926,0.4020408163265306,0.5473880597014925,0.5945652173913044,0.6755555555555555,0.6424120023081361,0.6418624279082854,0.6641666666666667,0.5153846153846154,0.6643589362650424,0.33,1,0.49599999999999994,0.41935484036363907,0.34094231878021325,0.6614583333333334,0.4569688179840464,0.4086956545968587,0.5,0.5,0.34210526315789475,0.4444444444444444,0.6904761904761905,0.8333333333333334,1,0.6842105263157895,0.8333333333333334,1,0.46939707673568815,0.5152173913043478,0.7,0.6321243523316062,0.8,0.2,0.4760866272906255,0.8333333333333334,0.5,0.4166666793823242,0.7777777777777778,0.3333333333333333,0.85,0.5,0.584126984126984,0.7528344671201814,0.6666666412353516,0.6996904024767803,0.5666666666666668,0.5614543213680481,0.6012609922017588,0.547160829649779,1,0.5082105263157896,0.6078610517233081,0.8333333333333334,0.9049689440993789,0.3333333333333333,0.5,0.3333333333333333,0.5,0.79,0.508139534883721,0.4042253521126761,0.8,0.502,0.5322458567140806,0.4473684210526316,0.48148148148148145,0.6343027467674178,0.775,0.75,0.5683906564352117,0.8638709677419354
ECA,Europe & Central Asia (excluding high income),1,0.3400000000000001,0.4973080905191539,0.49921527983417235,0.7418629387631059,0.7145424292845257,0.5861035007610351,0.6711620553359683,0.5528120063191153,0.6034005468215995,1,0.04428371728037234,0.5786666666666668,0.16666666666666666,0.7222222222222223,0.35,0.5439708141321045,0.6666666666666666,0.6666666666666666,0.5059523753771165,0.6791,0.308,0.5,0.5668333335,NA,0.5021739130434784,0.46516853932584273,0.5,0.6099378881987578,0.5740740740740741,0.49565217391304356,0.8148148126072354,0.37179487179487186,0.5606060606060606,0.8643333333333334,0.4835443037974683,0.33658536585365856,0.4786516853932585,0.44020084732465087,0.6010318142734308,0.6637441761965268,1,0.564182447420323,0.3949367088607595,0.4387096774193549,0.4444444444444444,0.9316940226611937,0.9114668776479773,0.6666666603088378,0.4166666793823242,0.5702519233670238,0.4444444444444444,0.3236996767558037,0.5,0.39704813363877867,0.3975,0.8333333333333334,0.33,0.8333333333333334,0.5555555555555556,0.3333333333333333,0.811111111111111,0.834355828220859,0.8501026694045175,0.8517241379310345,0.9365079365079365,0.839662447257384,0.7320388349514564,0.5,0.6666666666666666,0.6666666666666666,0.5925925925925926,0.3816326530612245,0.5451061997703789,0.5652173913043479,0.6711111111111111,0.6328476630121177,0.6129132086088057,0.6303333333333334,0.47692307692307695,0.6607042044272768,0.33,1,0.4506666666666667,0.3333333418788019,0.3234904117765547,0.5989583333333333,0.4548078317621465,0.3771739096686611,0.4791666603088379,0.5,0.31359649457429584,0.40740740740740744,0.6904761904761905,0.8333333333333334,1,0.6842105263157895,0.8333333333333334,1,0.4615712545676005,0.4847826086956522,0.7,0.5337823834196892,0.8,0.15,0.44661517492049074,0.8333333333333334,0.5,0.4131944561004639,0.7777777777777778,0.3333333333333333,0.8694444274902344,0.5,0.5809523809523809,0.753968253968254,0.6458333206176758,0.7060887512899896,0.4833333333333333,0.5495147126790942,0.5974614235938278,0.4688711322679361,1,0.5007171052631579,0.586723017967133,0.8333333333333334,0.849792960662526,0.3333333333333333,0.5,0.3333333333333333,0.5,0.7825,0.48837209302325585,0.39436619718309857,0.8,0.486,0.48030797337857234,0.40614037764699834,0.4444444444444444,0.6343027467674178,0.7749999999999999,0.75,0.6186393726347141,0.8408602150537634
EUU,European Union,1,0.705,0.7900310604940097,0.77420787681374,0.9098921136605379,0.894242928452579,0.7990867579908676,0.8769960474308302,0.8174091627172195,0.8245727956254272,NA,NA,0.7440000000000001,NA,1,0.55,0.8521505376344086,NA,NA,0.8668154625690914,0.7626000000000001,0.538,1,0.8003333335,NA,0.6326086956521739,0.4808988764044944,1,0.8737060041407867,0.9629629629629629,0.7445652173913044,0.851851847436693,0.717948717948718,0.797979797979798,0.8956666666666667,0.6,0.5658536585365853,0.6292134831460674,0.6949631256864899,0.7427629693321869,0.8873076380064944,NA,0.8515900977282511,0.7164556962025316,0.7225806451612905,0.7037037037037037,0.7080938945180846,0.44774555604178634,1,0.7291666603088378,0.7494343038165636,0.7037037037037037,0.6845724360858066,NA,0.8747713898878647,0.69375,NA,1,NA,0.7777777777777778,0.3333333333333333,0.9027777777777778,0.8742331288343559,0.8742299794661191,0.9181034482758622,0.8769841269841271,0.809423347398031,0.8359223300970875,NA,0.8888888888888888,NA,0.8888888888888888,0.8081632653061225,0.796727898966705,0.8043478260869565,0.8288888888888889,0.8143681477207155,0.7955549303699535,0.7493333333333333,0.7318681318681318,0.8735700490268906,0.6859999999999999,1,0.7226666666666667,0.5806451596363609,0.4345056439228325,0.84375,0.7576504713560552,0.5347825945041134,0.8541666793823242,0.8125,0.7960526315789473,0.7777777777777778,0.7202380952380952,NA,NA,0.8421052631578947,NA,1,0.6511266747868454,0.8695652173913044,0.925,0.8990673575129534,NA,0.01,0.8157201272149024,NA,NA,0.8784722328186035,1,NA,0.8388888788223267,NA,0.7333333333333333,0.6910430839002268,0.9166666603088379,0.12301341589267287,1,0.7449083346171623,0.7352580056412809,0.7213532811968719,NA,0.5810657894736843,0.7477147872824806,NA,0.9544513457556937,NA,NA,NA,1,0.875,0.7116279069767442,0.7183098591549296,NA,0.64,0.7390578102570795,0.6140351044504266,0.8148148148148149,NA,1,0.9583333333333333,0.5911613275334222,0.958494623655914
FRO,Faroe Islands,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FJI,Fiji,0,NA,0.5910959917172016,0.5496890731418419,0.45853213797295245,0.3726455906821963,0.39515981735159816,0.5262608695652173,0.2900157977883096,0.4844155844155844,0.8,NA,NA,0.16666666666666666,NA,NA,NA,0.6666666666666666,0.6666666666666666,NA,0.6174000000000001,0.01,NA,0.45866666675,NA,NA,NA,0.6666666666666666,0.6850931677018633,NA,NA,NA,NA,0.5656565656565656,0.97,NA,NA,NA,0.43197865997175583,0.6173688736027515,0.6770295072709304,0.6666666666666666,NA,NA,0.4193548387096775,NA,NA,NA,NA,NA,0.6441092170764822,NA,0.5138113429327064,0.01,NA,NA,0.5,0.67,1,0.5555555555555556,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.5,NA,NA,0.4617106773823192,NA,NA,0.49333525678015,0.491320860880574,0.6666666666666667,NA,0.4900014856633487,NA,0.01,NA,NA,NA,0.4427083333333333,0.41702683103698335,NA,NA,NA,NA,NA,NA,1,1,0.5789473684210527,0.8333333333333334,1,0.6166565164433618,NA,NA,0.4972020725388601,0.4,0.01,0.44755414205664096,0.5,0.16666666666666666,NA,NA,0.3333333333333333,NA,0.8333333333333334,NA,NA,NA,0.2976264189886481,0.6333333333333333,0.5140656293329225,0.5094408495105359,0.663855831349881,0.4,0.5234868421052631,NA,0.6666666666666666,0.5799171842650104,0.6666666666666666,1,0.3333333333333333,NA,0.5900000000000001,NA,NA,1,NA,0.5247553177606682,NA,NA,NA,0.475,NA,NA,0.7081720430107526
FIN,Finland,0,0.9125000000000001,0.9361041266084899,0.8171453953212912,0.9267588512384137,0.9079866888519135,0.8422831050228311,0.8991620553359683,0.8852764612954186,0.9470266575529732,NA,NA,0.7360000000000001,NA,NA,0.55,NA,NA,NA,0.7849702798463665,0.8672,0.308,1,0.7333333335000001,NA,0.9130434782608696,0.6359550561797754,1,0.979503105590062,NA,0.8673913043478262,0.851851847436693,0.9589743589743591,0.797979797979798,0.9676666666666666,0.8556962025316456,0.6024390243902439,0.856179775280899,0.7104974109524558,0.6804528518200057,0.8888888888888887,NA,0.6908127054960773,0.979746835443038,0.8741935483870968,NA,0.7232572049367288,0.3874718321764593,1,0.7916666412353516,0.8631769497661789,NA,0.8614457831325301,NA,0.8540214857562142,0.7875000000000001,NA,1,NA,0.8888888888888888,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9693877551020408,0.8505740528128588,0.9391304347826088,0.9133333333333332,0.8417484131563762,0.8912645941763961,0.642,0.9230769230769232,0.8875352845045313,NA,1,0.8799999999999999,0.7096774201818196,0.3406901519873287,0.84375,0.8465554749818709,0.5391304337442034,0.625,0.75,0.7390351044504266,NA,0.761904761904762,NA,NA,0.8947368421052632,NA,1,0.8175395858708893,0.9891304347826086,0.95,0.9798963730569948,NA,0.01,0.8496138119036802,NA,NA,0.9166666412353516,NA,NA,0.8222222423553467,NA,0.7333333333333333,NA,0.9166666412353516,0.013622291021671827,1,0.9021414265906641,0.7405342624854819,0.8481808908534513,NA,0.664921052631579,0.7531992624993984,NA,0.9494824016563147,NA,NA,NA,1,0.9450000000000001,0.9465116279069768,0.9267605633802817,NA,0.802,0.8209317499673756,0.3991227902864155,NA,NA,1,NA,0.7010735079385902,0.983010752688172
FCS,Fragile and conflict affected situations,1,0.21000000000000002,0.3893802691909481,0.40008883624518804,0.46877374259231125,0.467720465890183,0.30471841704718416,0.5510071151024739,0.328562401263823,0.3676144914250624,0.4,0.020666528976666803,0.4440000000000001,0.16666666666666666,0.37037037037037035,0.2,0.2780337941628264,0.6666666666666666,0.6666666666666666,0.03720238069895984,0.4678,0.154,0.01,0.3501666665,NA,0.4331521739130435,0.3921348314606742,0.3333333333333333,0.5985507246376812,0.2222222222222222,0.42201086956521744,NA,0.31538461538461543,0.30808080808080807,0.7283333333333333,0.33544303797468356,0.24024390243902438,0.37977528089887647,0.3418170406402008,0.5584121524792204,0.5534942820838628,0.6666666666666666,NA,0.26740506329113917,0.3354838709677419,0.2222222222222222,NA,NA,0.42708333730697634,0.01,0.515311510031679,0.2222222222222222,0.2743461651483985,0.01,NA,0.3225,0.16666666666666666,0.10400000000000001,0.5,0.3333333333333333,0.13333333333333333,0.7342592592592592,0.7423312883435582,0.5092402464065708,0.5793103448275863,0.911904761904762,0.7046413502109705,0.6359223300970873,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.2592592592592593,0.225765306122449,0.515401838646622,0.5095108695652174,0.6477777777777777,0.515666474321985,0.500154733436489,0.16983333333333334,0.4285714285714286,0.5066409151686229,0.38,0.255,0.3853333333333333,NA,NA,0.19791666666666669,0.47103698332124727,0.20217390767838433,0.14583333015441896,0.01,0.2094298237248471,0.2222222222222222,NA,0.16666666666666666,0.6,0.3684210526315789,0.16666666666666666,1,0.42862362971985385,0.3603260869565218,0.6,0.4632124352331606,0.4,0.25,0.49068605179463887,0.3333333333333333,0.16666666666666666,0.020833332538604737,0.48148148148148145,0.01,0.7027777862548827,0.27777777777777773,0.35119047619047616,0.6224489795918368,0.4583333206176758,0.8158926728586172,0.3,0.5177630565398245,0.519163763066202,0.462937776266576,0.6,0.44690789473684217,NA,0.16666666666666666,0.6542443064182195,0.01,0.25,0.16666666666666666,0.01,0.33,0.1476744186046512,0.3154929577464789,0.4,0.3835,0.34252903562573406,NA,0.2222222222222222,0.364526290934912,0.25,0.625,NA,0.578494623655914
FRA,France,0,0.7325,0.7650347581718681,0.7444477346757479,0.8642759459048777,0.8589018302828619,0.8755859969558599,0.8605533596837944,0.7948183254344392,0.6722488038277512,NA,NA,0.8026666666666666,NA,NA,1,NA,NA,NA,0.8630952811768273,0.8079999999999999,0.538,1,0.8003333335,NA,0.7369565217391304,0.5685393258426967,0.8333333333333334,0.8908902691511388,NA,0.8152173913043479,0.7407407495710585,0.7256410256410256,0.9545454545454546,0.8586666666666666,0.6683544303797468,0.5829268292682926,0.5483146067415732,0.7842460379726973,0.7118372026368587,0.7786248764647747,NA,0.6830660154634455,0.6734177215189874,0.7999999999999999,NA,0.8102790348720421,0.6695006687950285,0.7916666412353516,0.5,0.9074671896213607,NA,0.6738466059359388,NA,0.8409254096261217,0.865,NA,1,NA,0.7777777777777778,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6489795918367347,0.9048507462686567,0.8260869565217392,0.7911111111111111,0.8209751875360646,0.818258545505697,0.7346666666666667,0.7318681318681318,0.8356856336354183,0.656,1,0.7680000000000001,0.6451613027272931,0.4222296347668001,0.9322916666666667,0.7232777374909355,0.4086956545968587,0.5416666603088379,0.6875,0.7763157894736842,NA,0.5476190476190477,NA,NA,0.7894736842105263,NA,1,0.6872716199756395,0.8978260869565219,0.6,0.898860103626943,NA,0.5,0.7691958200817811,NA,NA,0.8333333587646484,NA,NA,0.8777777862548828,NA,0.6761904761904762,NA,0.7083333206176757,0.05758513931888545,1,0.848744415344323,0.7352580056412809,0.6771846310778648,NA,0.5775394736842105,0.6567641566799245,NA,0.9772256728778468,NA,NA,NA,1,0.965,0.8744186046511628,0.8084507042253523,NA,0.72,0.812110139631998,0.10526315789473684,NA,NA,1,NA,0.5604146631744134,0.9716129032258065
PYF,French Polynesia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
